head_word	match	diphthong?	V1	V2	preV1	postV2
tɨ-á-fai	ai	yes	a	i	f	#	
óo-go-rɨ	óo	yes	ó	o	#	g	
caɨ	aɨ	yes	a	ɨ	c	#	
mo-í-de	o-í	no	o	í	m	d	
jái-coɨ-de	ái	yes	á	i	j	c	
jái-coɨ-de	oɨ	yes	o	ɨ	c	d	
llo-nái-ra-gaɨ	ái	yes	á	i	n	r	
llo-nái-ra-gaɨ	aɨ	yes	a	ɨ	g	#	
má-naɨ-de	aɨ	yes	a	ɨ	n	d	
u-í-co-nai-de	u-í	no	u	í	#	c	
u-í-co-nai-de	ai	yes	a	i	n	d	
jí-mui-zɨ-ngo	ui	yes	u	i	m	z	
faɨ-ró-ca-foɨ	aɨ	yes	a	ɨ	f	r	
faɨ-ró-ca-foɨ	oɨ	yes	o	ɨ	f	#	
ái-zɨ-cai-de	ái	yes	á	i	#	z	
ái-zɨ-cai-de	ai	yes	a	i	c	d	
cí̵-i-bɨ	í̵-i	no	í̵	i	c	b	
zaɨ-vé-co	aɨ	yes	a	ɨ	z	v	
je-nái-de	ái	yes	á	i	n	d	
náɨ	áɨ	yes	á	ɨ	n	#	
je-ruí-de	uí	yes	u	í	r	d	
é-tɨ-aɨ-cai-de	ɨ-a	no	ɨ	a	t	ɨ	
é-tɨ-aɨ-cai-de	aɨ	yes	a	ɨ	ɨ	c	
é-tɨ-aɨ-cai-de	ai	yes	a	i	c	d	
máa-fai-te	áa	yes	á	a	m	f	
máa-fai-te	ai	yes	a	i	f	t	
lli-bé-goɨ	oɨ	yes	o	ɨ	g	#	
tí̵-zi-tai-te	ai	yes	a	i	t	t	
bí-rui	ui	yes	u	i	r	#	
jái-ai-gɨ-ma	ái	yes	á	i	j	a	
jái-ai-gɨ-ma	i-a	no	i	a	á	i	
jái-ai-gɨ-ma	ai	yes	a	i	i	g	
Ju-zí-ña-mui	ui	yes	u	i	m	#	
i-có-ri-raɨ-ma	aɨ	yes	a	ɨ	r	m	
jaɨ-bí̵-bi-te	aɨ	yes	a	ɨ	j	b	
jái-na-o	ái	yes	á	i	j	n	
jái-na-o	a-o	no	a	o	n	#	
dáa-fe-tu-e	áa	yes	á	a	d	f	
dáa-fe-tu-e	u-e	no	u	e	t	#	
ɨ-muí-cɨ-ngo	uí	yes	u	í	m	c	
múi-zaɨ-me-ai	úi	yes	ú	i	m	z	
múi-zaɨ-me-ai	aɨ	yes	a	ɨ	z	m	
múi-zaɨ-me-ai	e-a	no	e	a	m	i	
múi-zaɨ-me-ai	ai	yes	a	i	e	#	
bo-á-ji-de	o-á	no	o	á	b	j	
u-á-do-ro	u-á	no	u	á	#	d	
ta-cuí-ño-te	uí	yes	u	í	c	ñ	
í-caɨ	aɨ	yes	a	ɨ	c	#	
jí-zɨ-da-gaɨ	aɨ	yes	a	ɨ	g	#	
ú-a	ú-a	no	ú	a	#	#	
nɨ-é-ze	ɨ-é	no	ɨ	é	n	z	
jái-na-tu-bi	ái	yes	á	i	j	n	
ɨ-ráɨ-zi-ra-co	áɨ	yes	á	ɨ	r	z	
co-muí-ta-tɨ-ngo	uí	yes	u	í	m	t	
jaɨ-á-be-ño	aɨ	yes	a	ɨ	j	á	
jaɨ-á-be-ño	ɨ-á	no	ɨ	á	a	b	
cu-ái-ño-ga-bɨ-cɨ	u-á	no	u	á	c	i	
cu-ái-ño-ga-bɨ-cɨ	ái	yes	á	i	u	ñ	
zéi-ri-raɨ-ma	éi	yes	é	i	z	r	
zéi-ri-raɨ-ma	aɨ	yes	a	ɨ	r	m	
fí̵-ui	í̵-u	no	í̵	u	f	i	
fí̵-ui	ui	yes	u	i	í̵	#	
i-rái-ti-chɨ	ái	yes	á	i	r	t	
jɨ-fái-ta-te	ái	yes	á	i	f	t	
rui-rá-ngo	ui	yes	u	i	r	r	
me-có-ai	ó-a	no	ó	a	c	i	
me-có-ai	ai	yes	a	i	ó	#	
llé-tai-de	ai	yes	a	i	t	d	
núu-qui-ri-o	úu	yes	ú	u	n	q	
núu-qui-ri-o	ui	yes	u	i	q	r	
núu-qui-ri-o	i-o	no	i	o	r	#	
na-uí-zai-de	a-u	no	a	u	n	í	
na-uí-zai-de	uí	yes	u	í	a	z	
na-uí-zai-de	ai	yes	a	i	z	d	
gaɨ-rí-ra-co	aɨ	yes	a	ɨ	g	r	
úi-llo-be-cɨ	úi	yes	ú	i	#	l	
rí̵ɨ-ngo	í̵ɨ	yes	í̵	ɨ	r	n	
nɨ-mái-llɨ	ái	yes	á	i	m	l	
bái-ni-no	ái	yes	á	i	b	n	
jíi-ri-re-de	íi	yes	í	i	j	r	
mo-nái-rai	ái	yes	á	i	n	r	
mo-nái-rai	ai	yes	a	i	r	#	
rɨ-áɨ-zi	ɨ-á	no	ɨ	á	r	ɨ	
rɨ-áɨ-zi	áɨ	yes	á	ɨ	ɨ	z	
ra-có-raɨ-ngo	aɨ	yes	a	ɨ	r	n	
ja-llé-rui-te	ui	yes	u	i	r	t	
rí-ji-zai-de	ai	yes	a	i	z	d	
rá-o	á-o	no	á	o	r	#	
ái-llo-gɨ	ái	yes	á	i	#	l	
fée-raɨ-ma	ée	yes	é	e	f	r	
fée-raɨ-ma	aɨ	yes	a	ɨ	r	m	
cúi-ri-hu-ai	úi	yes	ú	i	c	r	
cúi-ri-hu-ai	u-a	no	u	a	h	i	
cúi-ri-hu-ai	ai	yes	a	i	u	#	
u-á-llɨ	u-á	no	u	á	#	l	
ja-tá-bai-ro	ai	yes	a	i	b	r	
dú-e-bɨ-rɨ	ú-e	no	ú	e	d	b	
ga-gí̵-caɨ	aɨ	yes	a	ɨ	c	#	
daɨ-ngó-de	aɨ	yes	a	ɨ	d	n	
ji-é-re-de	i-é	no	i	é	j	r	
lla-dí-ru-a	u-a	no	u	a	r	#	
ú-ru-e-re-de	u-e	no	u	e	r	r	
fɨ-uí-raɨ	ɨ-u	no	ɨ	u	f	í	
fɨ-uí-raɨ	uí	yes	u	í	ɨ	r	
fɨ-uí-raɨ	aɨ	yes	a	ɨ	r	#	
mui-zí-de	ui	yes	u	i	m	z	
í̵-daɨ	aɨ	yes	a	ɨ	d	#	
fí̵-bi-e	i-e	no	i	e	b	#	
í-rui	ui	yes	u	i	r	#	
táɨ-jɨ-de	áɨ	yes	á	ɨ	t	j	
éi-na-ma-cɨ	éi	yes	é	i	#	n	
lle-tá-mai-raɨ-ma	ai	yes	a	i	m	r	
lle-tá-mai-raɨ-ma	aɨ	yes	a	ɨ	r	m	
bí̵-i-de	í̵-i	no	í̵	i	b	d	
ni-ráɨ-ri-cai-de	áɨ	yes	á	ɨ	r	r	
ni-ráɨ-ri-cai-de	ai	yes	a	i	c	d	
rí̵-aɨ-ru-a	í̵-a	no	í̵	a	r	ɨ	
rí̵-aɨ-ru-a	aɨ	yes	a	ɨ	í̵	r	
rí̵-aɨ-ru-a	u-a	no	u	a	r	#	
má-i-ca	á-i	no	á	i	m	c	
zi-rí-nɨ-mai-do	ai	yes	a	i	m	d	
fai-bé-jɨ	ai	yes	a	i	f	b	
í̵-be-na-ie	a-i	no	a	i	n	e	
í̵-be-na-ie	ie	yes	i	e	a	#	
báɨ-fe-nei-de	áɨ	yes	á	ɨ	b	f	
báɨ-fe-nei-de	ei	yes	e	i	n	d	
a-mái-ño-te	ái	yes	á	i	m	ñ	
ji-áɨ-de	i-á	no	i	á	j	ɨ	
ji-áɨ-de	áɨ	yes	á	ɨ	i	d	
ji-fí-cue-nɨ	ue	yes	u	e	c	n	
gáa-cɨ-rɨ-ngo	áa	yes	á	a	g	c	
u-í-cɨ	u-í	no	u	í	#	c	
a-ruí-zi-nai-de	uí	yes	u	í	r	z	
a-ruí-zi-nai-de	ai	yes	a	i	n	d	
llo-jé-go-raɨ	aɨ	yes	a	ɨ	r	#	
cóo-cɨ	óo	yes	ó	o	c	c	
i-cuí-foɨ-re-de	uí	yes	u	í	c	f	
i-cuí-foɨ-re-de	oɨ	yes	o	ɨ	f	r	
i-á-tu-bi	i-á	no	i	á	#	t	
rɨ-í-re-dɨ-no	ɨ-í	no	ɨ	í	r	r	
ca-nó-raɨ-ngo	aɨ	yes	a	ɨ	r	n	
llé-je-cai-de	ai	yes	a	i	c	d	
fá-ɨ-de	á-ɨ	no	á	ɨ	f	d	
i-llú-i-mɨ-e	ú-i	no	ú	i	l	m	
i-llú-i-mɨ-e	ɨ-e	no	ɨ	e	m	#	
je-cú-du-e	u-e	no	u	e	d	#	
jí-u-e	í-u	no	í	u	j	e	
jí-u-e	u-e	no	u	e	í	#	
áɨ-de	áɨ	yes	á	ɨ	#	d	
o-bé-rai	ai	yes	a	i	r	#	
mú-ru-i-ru-a	u-i	no	u	i	r	r	
mú-ru-i-ru-a	u-a	no	u	a	r	#	
i-rái-cɨ	ái	yes	á	i	r	c	
lla-vé-ca-mɨ-e	ɨ-e	no	ɨ	e	m	#	
qué-ra-gɨ	ué	yes	u	é	q	r	
ra-fá-raɨ	aɨ	yes	a	ɨ	r	#	
gái-ro-zɨ	ái	yes	á	i	g	r	
ju-í-de	u-í	no	u	í	j	d	
dɨ-ó-be	ɨ-ó	no	ɨ	ó	d	b	
no-fí̵-e	í̵-e	no	í̵	e	f	#	
gua-rá-gɨ	ua	yes	u	a	g	r	
ju-í-do	u-í	no	u	í	j	d	
ɨ-áɨ-rui-te	ɨ-á	no	ɨ	á	#	ɨ	
ɨ-áɨ-rui-te	áɨ	yes	á	ɨ	ɨ	r	
ɨ-áɨ-rui-te	ui	yes	u	i	r	t	
tée-fo-nai-de	ée	yes	é	e	t	f	
tée-fo-nai-de	ai	yes	a	i	n	d	
fɨ-é-bi-te	ɨ-é	no	ɨ	é	f	b	
tai-ró-ri-te	ai	yes	a	i	t	r	
dá-jɨ-ri-e-de	i-e	no	i	e	r	d	
táɨ-re	áɨ	yes	á	ɨ	t	r	
ná-bai-te	ai	yes	a	i	b	t	
fí-llɨ-i	ɨ-i	no	ɨ	i	l	#	
nui-cí̵-rai	ui	yes	u	i	n	c	
nui-cí̵-rai	ai	yes	a	i	r	#	
fí-a-ba	í-a	no	í	a	f	b	
tɨ-fí-zaɨ	aɨ	yes	a	ɨ	z	#	
tái-te	ái	yes	á	i	t	t	
jí̵-rɨ-co-llai-cɨ	ai	yes	a	i	l	c	
cáɨ-ma-do-te	áɨ	yes	á	ɨ	c	m	
que-ní-re-na	ue	yes	u	e	q	n	
zái-fe-cɨ	ái	yes	á	i	z	f	
máɨ-ri-e-cɨ	áɨ	yes	á	ɨ	m	r	
máɨ-ri-e-cɨ	i-e	no	i	e	r	c	
ra-cí̵-nai-te	ai	yes	a	i	n	t	
ú-lli-e	i-e	no	i	e	l	#	
úi-llɨ-e	úi	yes	ú	i	#	l	
úi-llɨ-e	ɨ-e	no	ɨ	e	l	#	
jí-bui	ui	yes	u	i	b	#	
gói-ño	ói	yes	ó	i	g	ñ	
vée-goɨ	ée	yes	é	e	v	g	
vée-goɨ	oɨ	yes	o	ɨ	g	#	
bí̵-i-ra-ni-gɨ	í̵-i	no	í̵	i	b	r	
cɨ-ó-re-de	ɨ-ó	no	ɨ	ó	c	r	
raɨ-í-de	aɨ	yes	a	ɨ	r	í	
raɨ-í-de	ɨ-í	no	ɨ	í	a	d	
jí̵-gɨ-ni-bai-co	ai	yes	a	i	b	c	
taɨ-ngó-jɨ	aɨ	yes	a	ɨ	t	n	
i-cáɨ-ɨe	áɨ	yes	á	ɨ	c	ɨ	
i-cáɨ-ɨe	ɨ-ɨ	no	ɨ	ɨ	á	e	
i-cáɨ-ɨe	ɨe	yes	ɨ	e	ɨ	#	
í-o	í-o	no	í	o	#	#	
í-cui-re-de	ui	yes	u	i	c	r	
í-e	í-e	no	í	e	#	#	
mái	ái	yes	á	i	m	#	
me-ái-rui-te	e-á	no	e	á	m	i	
me-ái-rui-te	ái	yes	á	i	e	r	
me-ái-rui-te	ui	yes	u	i	r	t	
je-bó-gaɨ	aɨ	yes	a	ɨ	g	#	
o-cuí-o-ga-ngo	uí	yes	u	í	c	o	
o-cuí-o-ga-ngo	í-o	no	í	o	u	g	
í-u	í-u	no	í	u	#	#	
náɨ-ri-e	áɨ	yes	á	ɨ	n	r	
náɨ-ri-e	i-e	no	i	e	r	#	
mu-áɨ-fe	u-á	no	u	á	m	ɨ	
mu-áɨ-fe	áɨ	yes	á	ɨ	u	f	
fáɨ-ro-re-de	áɨ	yes	á	ɨ	f	r	
ɨ-ní̵-a-bɨ-rɨ	í̵-a	no	í̵	a	n	b	
jɨ-cá-nu-a	u-a	no	u	a	n	#	
móo	óo	yes	ó	o	m	#	
lle-zé-rai	ai	yes	a	i	r	#	
i-ái-llɨ-noɨ	i-á	no	i	á	#	i	
i-ái-llɨ-noɨ	ái	yes	á	i	i	l	
i-ái-llɨ-noɨ	oɨ	yes	o	ɨ	n	#	
jíi-bi-e	íi	yes	í	i	j	b	
jíi-bi-e	i-e	no	i	e	b	#	
jo-gó-rai	ai	yes	a	i	r	#	
jée-dɨ-zɨ	ée	yes	é	e	j	d	
o-cuí-ca-ngo	uí	yes	u	í	c	c	
jú-be-cai-fe	ai	yes	a	i	c	f	
jo-gúa-bɨ	úa	yes	ú	a	g	b	
ja-cí̵-nai-fi-oi-de	ai	yes	a	i	n	f	
ja-cí̵-nai-fi-oi-de	i-o	no	i	o	f	i	
ja-cí̵-nai-fi-oi-de	oi	yes	o	i	i	d	
ze-fuí-re-de	uí	yes	u	í	f	r	
me-í-ne	e-í	no	e	í	m	n	
úi-do-ru-aɨ	úi	yes	ú	i	#	d	
úi-do-ru-aɨ	u-a	no	u	a	r	ɨ	
úi-do-ru-aɨ	aɨ	yes	a	ɨ	u	#	
í̵-e-be-ño	í̵-e	no	í̵	e	#	b	
fú-ra-ba-cui	ui	yes	u	i	c	#	
tí-mu-cai-de	ai	yes	a	i	c	d	
táɨ-no	áɨ	yes	á	ɨ	t	n	
ja-í̵-cɨ-e	a-í̵	no	a	í̵	j	c	
ja-í̵-cɨ-e	ɨ-e	no	ɨ	e	c	#	
ju-á-rɨ	u-á	no	u	á	j	r	
jɨ-fái-ño	ái	yes	á	i	f	ñ	
ji-muí-de	uí	yes	u	í	m	d	
bó-ji-cai-de	ai	yes	a	i	c	d	
raɨ-í-raɨ-i-cai-de	aɨ	yes	a	ɨ	r	í	
raɨ-í-raɨ-i-cai-de	ɨ-í	no	ɨ	í	a	r	
raɨ-í-raɨ-i-cai-de	aɨ	yes	a	ɨ	r	i	
raɨ-í-raɨ-i-cai-de	ɨ-i	no	ɨ	i	a	c	
raɨ-í-raɨ-i-cai-de	ai	yes	a	i	c	d	
náɨ-coɨ-de	áɨ	yes	á	ɨ	n	c	
náɨ-coɨ-de	oɨ	yes	o	ɨ	c	d	
cái-fo	ái	yes	á	i	c	f	
za-fé-re-dɨ-ru-i	u-i	no	u	i	r	#	
í̵-coɨ-no-ga	oɨ	yes	o	ɨ	c	n	
rá-fue-ñe-de	ue	yes	u	e	f	ñ	
faɨ-tá-llɨ-fu-aɨ-fo	aɨ	yes	a	ɨ	f	t	
faɨ-tá-llɨ-fu-aɨ-fo	u-a	no	u	a	f	ɨ	
faɨ-tá-llɨ-fu-aɨ-fo	aɨ	yes	a	ɨ	u	f	
i-lláɨ-re-dɨ-mɨ-e	áɨ	yes	á	ɨ	l	r	
i-lláɨ-re-dɨ-mɨ-e	ɨ-e	no	ɨ	e	m	#	
úi-chɨ-ro	úi	yes	ú	i	#	c	
ú-ra-goɨ	oɨ	yes	o	ɨ	g	#	
llú-i-e	ú-i	no	ú	i	l	e	
llú-i-e	i-e	no	i	e	ú	#	
dáɨ-de	áɨ	yes	á	ɨ	d	d	
me-rí̵-rui-te	ui	yes	u	i	r	t	
a-güí-ri-rai	ai	yes	a	i	r	#	
zúi-lla-gɨ	úi	yes	ú	i	z	l	
jái-na-gai	ái	yes	á	i	j	n	
jái-na-gai	ai	yes	a	i	g	#	
lloi-jái-de	oi	yes	o	i	l	j	
lloi-jái-de	ái	yes	á	i	j	d	
zo-fé-cɨ-tai-de	ai	yes	a	i	t	d	
í-raɨ-mɨ-e	aɨ	yes	a	ɨ	r	m	
í-raɨ-mɨ-e	ɨ-e	no	ɨ	e	m	#	
gaɨ-lló-ri-te	aɨ	yes	a	ɨ	g	l	
nó-co-be-o	e-o	no	e	o	b	#	
má-nu-e	u-e	no	u	e	n	#	
é-ɨ-cɨ-ngo	é-ɨ	no	é	ɨ	#	c	
né-coɨ-de	oɨ	yes	o	ɨ	c	d	
ua-rá-de	ua	yes	u	a	#	r	
fá-ɨ-re-de	á-ɨ	no	á	ɨ	f	r	
ju-nái-de	ái	yes	á	i	n	d	
jaɨ-í-zɨ-te	aɨ	yes	a	ɨ	j	í	
jaɨ-í-zɨ-te	ɨ-í	no	ɨ	í	a	z	
llai-rí-de	ai	yes	a	i	l	r	
ni-rá-co-fai	ai	yes	a	i	f	#	
cai-fó-fe-cui-ro	ai	yes	a	i	c	f	
cai-fó-fe-cui-ro	ui	yes	u	i	c	r	
je-ruí-ri-te	uí	yes	u	í	r	r	
jí-mei	ei	yes	e	i	m	#	
jí-zi-raɨ-aɨ-de	aɨ	yes	a	ɨ	r	a	
jí-zi-raɨ-aɨ-de	ɨ-a	no	ɨ	a	a	ɨ	
jí-zi-raɨ-aɨ-de	aɨ	yes	a	ɨ	ɨ	d	
úu-ra-co	úu	yes	ú	u	#	r	
zo-gáɨ-do-ro	áɨ	yes	á	ɨ	g	d	
jai-dí̵-de	ai	yes	a	i	j	d	
júi-a-raɨ	úi	yes	ú	i	j	a	
júi-a-raɨ	i-a	no	i	a	ú	r	
júi-a-raɨ	aɨ	yes	a	ɨ	r	#	
í̵ɨ-no-fɨ-ni-dɨ-mɨ-e	í̵ɨ	yes	í̵	ɨ	#	n	
í̵ɨ-no-fɨ-ni-dɨ-mɨ-e	ɨ-e	no	ɨ	e	m	#	
bo-bái-tɨ-raɨ	ái	yes	á	i	b	t	
bo-bái-tɨ-raɨ	aɨ	yes	a	ɨ	r	#	
já-naɨ-de	aɨ	yes	a	ɨ	n	d	
lle-tá-ra-fue	ue	yes	u	e	f	#	
zu-ái-re-de	u-á	no	u	á	z	i	
zu-ái-re-de	ái	yes	á	i	u	r	
zɨ-bé-ai	é-a	no	é	a	b	i	
zɨ-bé-ai	ai	yes	a	i	é	#	
é-no-gai-o	ai	yes	a	i	g	o	
é-no-gai-o	i-o	no	i	o	a	#	
jai-tá-ca-ti-llu	ai	yes	a	i	j	t	
ɨ-bái-ño-cai-de	ái	yes	á	i	b	ñ	
ɨ-bái-ño-cai-de	ai	yes	a	i	c	d	
ñai-cí̵-ngo	ai	yes	a	i	ñ	c	
gɨ-á-caɨ	ɨ-á	no	ɨ	á	g	c	
gɨ-á-caɨ	aɨ	yes	a	ɨ	c	#	
co-muí-ta-te	uí	yes	u	í	m	t	
chúu-de	úu	yes	ú	u	h	d	
fá-cui-ta-te	ui	yes	u	i	c	t	
fáɨ-lli-faɨ-lli-ña-dɨ-ma-cɨ	áɨ	yes	á	ɨ	f	l	
fáɨ-lli-faɨ-lli-ña-dɨ-ma-cɨ	aɨ	yes	a	ɨ	f	l	
du-é-rui-te	u-é	no	u	é	d	r	
du-é-rui-te	ui	yes	u	i	r	t	
i-llái-cɨ	ái	yes	á	i	l	c	
gí̵-nɨ-jai-de	ai	yes	a	i	j	d	
nu-í-fe	u-í	no	u	í	n	f	
ní̵-ɨe-de	í̵-ɨ	no	í̵	ɨ	n	e	
ní̵-ɨe-de	ɨe	yes	ɨ	e	í̵	d	
gua-rá-za	ua	yes	u	a	g	r	
mui-ñó-de	ui	yes	u	i	m	ñ	
dáa-fe-o	áa	yes	á	a	d	f	
dáa-fe-o	e-o	no	e	o	f	#	
ía-no-ri-dɨ-mɨ-e	ía	yes	í	a	#	n	
ía-no-ri-dɨ-mɨ-e	ɨ-e	no	ɨ	e	m	#	
ɨ-í-ma	ɨ-í	no	ɨ	í	#	m	
jɨ-cá-no-fɨ-re-dɨ-mɨ-e	ɨ-e	no	ɨ	e	m	#	
nái-dai-de	ái	yes	á	i	n	d	
nái-dai-de	ai	yes	a	i	d	d	
u-cú-caɨ	aɨ	yes	a	ɨ	c	#	
nái	ái	yes	á	i	n	#	
fúu-de	úu	yes	ú	u	f	d	
jí-ɨ-za	í-ɨ	no	í	ɨ	j	z	
ná-ga-á-ma-de	a-á	no	a	á	g	m	
naɨ-llí-de	aɨ	yes	a	ɨ	n	l	
í-cai-ño	ai	yes	a	i	c	ñ	
dú-e-re-de	ú-e	no	ú	e	d	r	
raɨ-tí̵-faɨ-de	aɨ	yes	a	ɨ	r	t	
raɨ-tí̵-faɨ-de	aɨ	yes	a	ɨ	f	d	
dú-ri-jai-de	ai	yes	a	i	j	d	
co-ná-goɨ	oɨ	yes	o	ɨ	g	#	
jí-o-go-ro-ma	í-o	no	í	o	j	g	
a-cá-doi-zaɨ-bi-te	oi	yes	o	i	d	z	
a-cá-doi-zaɨ-bi-te	aɨ	yes	a	ɨ	z	b	
núi-cɨ	úi	yes	ú	i	n	c	
úi-de	úi	yes	ú	i	#	d	
re-í̵-gaɨ	e-í̵	no	e	í̵	r	g	
re-í̵-gaɨ	aɨ	yes	a	ɨ	g	#	
que-ré-de	ue	yes	u	e	q	r	
ai-gí̵-roɨ	ai	yes	a	i	#	g	
ai-gí̵-roɨ	oɨ	yes	o	ɨ	r	#	
jí̵-fai	ai	yes	a	i	f	#	
ái-ma	ái	yes	á	i	#	m	
jaɨ-ró-nai-te	aɨ	yes	a	ɨ	j	r	
jaɨ-ró-nai-te	ai	yes	a	i	n	t	
lla-vé-raɨ-ma	aɨ	yes	a	ɨ	r	m	
é-cɨ-bau	au	yes	a	u	b	#	
éi-nai-te	éi	yes	é	i	#	n	
éi-nai-te	ai	yes	a	i	n	t	
cáɨ-ma-no	áɨ	yes	á	ɨ	c	m	
fáɨ-zɨ-de	áɨ	yes	á	ɨ	f	z	
cáa-ta-tɨ-no	áa	yes	á	a	c	t	
faɨ-rí-o-tɨ-u-ai	aɨ	yes	a	ɨ	f	r	
faɨ-rí-o-tɨ-u-ai	í-o	no	í	o	r	t	
faɨ-rí-o-tɨ-u-ai	ɨ-u	no	ɨ	u	t	a	
faɨ-rí-o-tɨ-u-ai	u-a	no	u	a	ɨ	i	
faɨ-rí-o-tɨ-u-ai	ai	yes	a	i	u	#	
í-ai-ro-re-de	í-a	no	í	a	#	i	
í-ai-ro-re-de	ai	yes	a	i	í	r	
má-rai-ru-a	ai	yes	a	i	r	r	
má-rai-ru-a	u-a	no	u	a	r	#	
no-fí̵-lli-raɨ	aɨ	yes	a	ɨ	r	#	
dá-e-i-aɨ-ngu-aɨ	á-e	no	á	e	d	i	
dá-e-i-aɨ-ngu-aɨ	e-i	no	e	i	á	a	
dá-e-i-aɨ-ngu-aɨ	i-a	no	i	a	e	ɨ	
dá-e-i-aɨ-ngu-aɨ	aɨ	yes	a	ɨ	i	n	
dá-e-i-aɨ-ngu-aɨ	u-a	no	u	a	g	ɨ	
dá-e-i-aɨ-ngu-aɨ	aɨ	yes	a	ɨ	u	#	
rɨ-í-doi-dɨ-mɨ-e	ɨ-í	no	ɨ	í	r	d	
rɨ-í-doi-dɨ-mɨ-e	oi	yes	o	i	d	d	
rɨ-í-doi-dɨ-mɨ-e	ɨ-e	no	ɨ	e	m	#	
je-í-cɨ-ri-lla-ru-i	e-í	no	e	í	j	c	
je-í-cɨ-ri-lla-ru-i	u-i	no	u	i	r	#	
i-lló-cɨ-e-re-de	ɨ-e	no	ɨ	e	c	r	
llo-é-jɨ	o-é	no	o	é	l	j	
ui-lláɨ-gɨ-na	ui	yes	u	i	#	l	
ui-lláɨ-gɨ-na	áɨ	yes	á	ɨ	l	g	
záa-jai-de	áa	yes	á	a	z	j	
záa-jai-de	ai	yes	a	i	j	d	
e-dóɨ-coi	óɨ	yes	ó	ɨ	d	c	
e-dóɨ-coi	oi	yes	o	i	c	#	
má-mi-a	i-a	no	i	a	m	#	
u-á-fo-mo	u-á	no	u	á	#	f	
i-zí-rui-ga-no	ui	yes	u	i	r	g	
ráɨ-du	áɨ	yes	á	ɨ	r	d	
gu-ráɨ-de	áɨ	yes	á	ɨ	r	d	
o-cuí-ta-te	uí	yes	u	í	c	t	
ɨ-í-fa	ɨ-í	no	ɨ	í	#	f	
quíi-raɨ-ma	uí	yes	u	í	q	i	
quíi-raɨ-ma	íi	yes	í	i	u	r	
quíi-raɨ-ma	aɨ	yes	a	ɨ	r	m	
no-í-lle	o-í	no	o	í	n	l	
fáɨ-ri-de	áɨ	yes	á	ɨ	f	r	
cɨ-né-co-fai	ai	yes	a	i	f	#	
me-ái-re-de	e-á	no	e	á	m	i	
me-ái-re-de	ái	yes	á	i	e	r	
éi-da-te	éi	yes	é	i	#	d	
já-mai-rui-te	ai	yes	a	i	m	r	
já-mai-rui-te	ui	yes	u	i	r	t	
táɨ-co	áɨ	yes	á	ɨ	t	c	
ni-ráɨ-ngo	áɨ	yes	á	ɨ	r	n	
úi-chu-aɨ	úi	yes	ú	i	#	c	
úi-chu-aɨ	u-a	no	u	a	h	ɨ	
úi-chu-aɨ	aɨ	yes	a	ɨ	u	#	
táɨ-pe-co	áɨ	yes	á	ɨ	t	p	
jái-naɨ-aɨ	ái	yes	á	i	j	n	
jái-naɨ-aɨ	aɨ	yes	a	ɨ	n	a	
jái-naɨ-aɨ	ɨ-a	no	ɨ	a	a	ɨ	
jái-naɨ-aɨ	aɨ	yes	a	ɨ	ɨ	#	
jí̵ɨ-caɨ	í̵ɨ	yes	í̵	ɨ	j	c	
jí̵ɨ-caɨ	aɨ	yes	a	ɨ	c	#	
nó-i-jɨ-co	ó-i	no	ó	i	n	j	
jo-fó-caɨ	aɨ	yes	a	ɨ	c	#	
gua-tá-de	ua	yes	u	a	g	t	
me-í-fo-mo	e-í	no	e	í	m	f	
bɨ-ráɨ-dai-te	áɨ	yes	á	ɨ	r	d	
bɨ-ráɨ-dai-te	ai	yes	a	i	d	t	
gáɨ-ji-cai-de	áɨ	yes	á	ɨ	g	j	
gáɨ-ji-cai-de	ai	yes	a	i	c	d	
báɨ-fe	áɨ	yes	á	ɨ	b	f	
mo-í-llɨ	o-í	no	o	í	m	l	
cu-ío-do	u-í	no	u	í	c	o	
cu-ío-do	ío	yes	í	o	u	d	
já-fui-cu-ru	ui	yes	u	i	f	c	
jɨ-llái-de	ái	yes	á	i	l	d	
cáɨ-ma-fue	áɨ	yes	á	ɨ	c	m	
cáɨ-ma-fue	ue	yes	u	e	f	#	
ze-já-raɨ	aɨ	yes	a	ɨ	r	#	
ne-í-cɨ-ngo	e-í	no	e	í	n	c	
mi-tí̵-rai	ai	yes	a	i	r	#	
ó-mɨ-ngoɨ-e	oɨ	yes	o	ɨ	g	e	
ó-mɨ-ngoɨ-e	ɨ-e	no	ɨ	e	o	#	
cu-lló-ai-te	ó-a	no	ó	a	l	i	
cu-lló-ai-te	ai	yes	a	i	ó	t	
í̵-ai-zaɨ	í̵-a	no	í̵	a	#	i	
í̵-ai-zaɨ	ai	yes	a	i	í̵	z	
í̵-ai-zaɨ	aɨ	yes	a	ɨ	z	#	
fú-e-na	ú-e	no	ú	e	f	n	
ɨ-fó-tɨ-i-re-dɨ-mɨ-e	ɨ-i	no	ɨ	i	t	r	
ɨ-fó-tɨ-i-re-dɨ-mɨ-e	ɨ-e	no	ɨ	e	m	#	
é-gɨ-aɨ-ngo	ɨ-a	no	ɨ	a	g	ɨ	
é-gɨ-aɨ-ngo	aɨ	yes	a	ɨ	ɨ	n	
fɨ-é-bi-dɨ-güi-lle	ɨ-é	no	ɨ	é	f	b	
jú-cue	ue	yes	u	e	c	#	
ɨ-áɨ-re-dɨ-fue	ɨ-á	no	ɨ	á	#	ɨ	
